;cursor;nameWithOwner;url;stargazerCount;createdAt;releases
0;Y3Vyc29yOjM=;iluwatar/java-design-patterns;https://github.com/iluwatar/java-design-patterns;64735;2014-08-09T16:45:18Z;0
1;Y3Vyc29yOjQ=;MisterBooo/LeetCodeAnimation;https://github.com/MisterBooo/LeetCodeAnimation;63199;2018-12-06T08:01:22Z;0
2;Y3Vyc29yOjU=;elastic/elasticsearch;https://github.com/elastic/elasticsearch;54103;2010-02-08T13:20:56Z;42
3;Y3Vyc29yOjY=;spring-projects/spring-boot;https://github.com/spring-projects/spring-boot;54001;2012-10-19T15:02:57Z;87
4;Y3Vyc29yOjg=;kdn251/interviews;https://github.com/kdn251/interviews;50564;2017-02-14T18:19:25Z;0
5;Y3Vyc29yOjk=;macrozheng/mall;https://github.com/macrozheng/mall;47268;2018-04-04T01:11:44Z;1
6;Y3Vyc29yOjEw;ReactiveX/RxJava;https://github.com/ReactiveX/RxJava;44345;2013-01-08T20:11:48Z;215
7;Y3Vyc29yOjEx;spring-projects/spring-framework;https://github.com/spring-projects/spring-framework;41877;2010-12-08T04:04:45Z;203
8;Y3Vyc29yOjEy;google/guava;https://github.com/google/guava;40609;2014-05-29T16:23:17Z;31
9;Y3Vyc29yOjEz;square/okhttp;https://github.com/square/okhttp;39608;2012-07-23T13:42:55Z;0
10;Y3Vyc29yOjE0;square/retrofit;https://github.com/square/retrofit;37718;2010-09-06T21:39:43Z;27
11;Y3Vyc29yOjE1;TheAlgorithms/Java;https://github.com/TheAlgorithms/Java;36019;2016-07-16T10:21:02Z;0
12;Y3Vyc29yOjE2;apache/dubbo;https://github.com/apache/dubbo;34841;2012-06-19T07:56:02Z;28
13;Y3Vyc29yOjE3;PhilJay/MPAndroidChart;https://github.com/PhilJay/MPAndroidChart;32952;2014-04-25T14:29:47Z;44
14;Y3Vyc29yOjE4;bumptech/glide;https://github.com/bumptech/glide;30865;2013-07-08T22:52:33Z;36
15;Y3Vyc29yOjE5;airbnb/lottie-android;https://github.com/airbnb/lottie-android;30823;2016-10-06T22:42:42Z;29
16;Y3Vyc29yOjIx;Blankj/AndroidUtilCode;https://github.com/Blankj/AndroidUtilCode;29011;2016-07-30T18:18:32Z;116
17;Y3Vyc29yOjIy;zxing/zxing;https://github.com/zxing/zxing;27365;2011-10-12T14:07:27Z;27
18;Y3Vyc29yOjIz;netty/netty;https://github.com/netty/netty;26203;2010-11-09T09:22:21Z;0
19;Y3Vyc29yOjI0;crossoverJie/JCSprout;https://github.com/crossoverJie/JCSprout;25903;2017-12-17T09:06:50Z;0
20;Y3Vyc29yOjI1;NationalSecurityAgency/ghidra;https://github.com/NationalSecurityAgency/ghidra;25721;2019-03-01T03:27:48Z;0
21;Y3Vyc29yOjI2;JakeWharton/butterknife;https://github.com/JakeWharton/butterknife;25652;2013-03-05T08:18:59Z;0
22;Y3Vyc29yOjI3;geekxh/hello-algorithm;https://github.com/geekxh/hello-algorithm;25526;2020-05-29T05:47:09Z;0
23;Y3Vyc29yOjI4;proxyee-down-org/proxyee-down;https://github.com/proxyee-down-org/proxyee-down;25511;2017-10-25T10:07:27Z;49
24;Y3Vyc29yOjI5;skylot/jadx;https://github.com/skylot/jadx;25443;2013-03-18T17:08:21Z;14
25;Y3Vyc29yOjMw;eugenp/tutorials;https://github.com/eugenp/tutorials;25180;2013-04-29T18:26:36Z;0
26;Y3Vyc29yOjMx;ityouknow/spring-boot-examples;https://github.com/ityouknow/spring-boot-examples;25043;2016-11-05T05:32:33Z;0
27;Y3Vyc29yOjMy;alibaba/arthas;https://github.com/alibaba/arthas;25009;2018-08-29T17:15:57Z;33
28;Y3Vyc29yOjMz;ctripcorp/apollo;https://github.com/ctripcorp/apollo;24075;2016-03-04T10:24:23Z;30
29;Y3Vyc29yOjM0;alibaba/druid;https://github.com/alibaba/druid;23494;2011-11-03T05:12:51Z;41
30;Y3Vyc29yOjM1;greenrobot/EventBus;https://github.com/greenrobot/EventBus;23235;2012-07-16T16:55:40Z;5
31;Y3Vyc29yOjM2;alibaba/fastjson;https://github.com/alibaba/fastjson;23140;2011-11-03T06:58:52Z;81
32;Y3Vyc29yOjM3;scwang90/SmartRefreshLayout;https://github.com/scwang90/SmartRefreshLayout;22298;2017-06-02T09:52:50Z;8
33;Y3Vyc29yOjM4;CymChad/BaseRecyclerViewAdapterHelper;https://github.com/CymChad/BaseRecyclerViewAdapterHelper;21625;2016-04-10T07:40:11Z;191
34;Y3Vyc29yOjM5;Netflix/Hystrix;https://github.com/Netflix/Hystrix;21252;2012-11-19T20:14:46Z;79
35;Y3Vyc29yOjQw;xkcoding/spring-boot-demo;https://github.com/xkcoding/spring-boot-demo;20945;2017-11-10T06:27:29Z;0
36;Y3Vyc29yOjQx;zhangdaiscott/jeecg-boot;https://github.com/zhangdaiscott/jeecg-boot;20845;2018-11-26T10:40:00Z;13
37;Y3Vyc29yOjQy;lenve/vhr;https://github.com/lenve/vhr;20601;2018-01-04T08:57:51Z;0
38;Y3Vyc29yOjQz;SeleniumHQ/selenium;https://github.com/SeleniumHQ/selenium;20348;2013-01-14T21:40:56Z;27
39;Y3Vyc29yOjQ0;signalapp/Signal-Android;https://github.com/signalapp/Signal-Android;20076;2011-12-15T20:01:12Z;0
40;Y3Vyc29yOjQ2;qiurunze123/miaosha;https://github.com/qiurunze123/miaosha;19533;2018-09-14T04:36:24Z;0
41;Y3Vyc29yOjQ3;dbeaver/dbeaver;https://github.com/dbeaver/dbeaver;19451;2015-10-21T08:26:28Z;123
42;Y3Vyc29yOjQ4;ReactiveX/RxAndroid;https://github.com/ReactiveX/RxAndroid;19342;2014-08-19T03:46:38Z;18
43;Y3Vyc29yOjQ5;google/gson;https://github.com/google/gson;19300;2015-03-19T18:21:20Z;0
44;Y3Vyc29yOjUw;alibaba/easyexcel;https://github.com/alibaba/easyexcel;19160;2018-02-06T03:14:08Z;1
45;Y3Vyc29yOjUx;seata/seata;https://github.com/seata/seata;18917;2018-12-28T08:37:22Z;30
46;Y3Vyc29yOjUy;wuyouzhuguli/SpringAll;https://github.com/wuyouzhuguli/SpringAll;18818;2018-05-02T02:48:44Z;0
47;Y3Vyc29yOjUz;halo-dev/halo;https://github.com/halo-dev/halo;18301;2018-03-21T12:56:52Z;68
48;Y3Vyc29yOjU0;dromara/hutool;https://github.com/dromara/hutool;18278;2014-04-13T07:23:51Z;81
49;Y3Vyc29yOjU1;apache/kafka;https://github.com/apache/kafka;18273;2011-08-15T18:06:16Z;0
50;Y3Vyc29yOjU2;libgdx/libgdx;https://github.com/libgdx/libgdx;18157;2012-08-10T19:34:38Z;7
51;Y3Vyc29yOjU3;alibaba/canal;https://github.com/alibaba/canal;18128;2013-01-13T10:59:52Z;20
52;Y3Vyc29yOjU4;alibaba/spring-cloud-alibaba;https://github.com/alibaba/spring-cloud-alibaba;17948;2017-12-01T20:49:15Z;18
53;Y3Vyc29yOjU5;square/picasso;https://github.com/square/picasso;17900;2013-05-14T15:07:47Z;7
54;Y3Vyc29yOjYw;xuxueli/xxl-job;https://github.com/xuxueli/xxl-job;17602;2015-11-28T12:59:34Z;30
55;Y3Vyc29yOjYx;Baseflow/PhotoView;https://github.com/Baseflow/PhotoView;17560;2012-07-17T16:39:00Z;5
56;Y3Vyc29yOjYy;google/ExoPlayer;https://github.com/google/ExoPlayer;17402;2014-06-13T21:19:18Z;8
57;Y3Vyc29yOjYz;jenkinsci/jenkins;https://github.com/jenkinsci/jenkins;17043;2010-11-22T21:21:23Z;89
58;Y3Vyc29yOjY0;didi/DoraemonKit;https://github.com/didi/DoraemonKit;16969;2018-08-14T10:32:07Z;3
59;Y3Vyc29yOjY1;nostra13/Android-Universal-Image-Loader;https://github.com/nostra13/Android-Universal-Image-Loader;16800;2011-11-27T18:48:23Z;0
60;Y3Vyc29yOjY2;alibaba/nacos;https://github.com/alibaba/nacos;16684;2018-06-15T06:49:27Z;35
61;Y3Vyc29yOjY3;facebook/fresco;https://github.com/facebook/fresco;16510;2015-03-02T09:58:04Z;43
62;Y3Vyc29yOjY4;bazelbuild/bazel;https://github.com/bazelbuild/bazel;16365;2014-06-12T16:00:38Z;97
63;Y3Vyc29yOjY5;apache/skywalking;https://github.com/apache/skywalking;16364;2015-11-07T03:30:36Z;43
64;Y3Vyc29yOjcw;redisson/redisson;https://github.com/redisson/redisson;15943;2014-01-11T14:06:25Z;91
65;Y3Vyc29yOjcx;CarGuo/GSYVideoPlayer;https://github.com/CarGuo/GSYVideoPlayer;15886;2016-11-13T12:34:31Z;23
66;Y3Vyc29yOjcy;shuzheng/zheng;https://github.com/shuzheng/zheng;15884;2016-10-04T10:07:06Z;0
67;Y3Vyc29yOjcz;apache/flink;https://github.com/apache/flink;15765;2014-06-07T07:00:10Z;0
68;Y3Vyc29yOjc0;Tencent/tinker;https://github.com/Tencent/tinker;15692;2016-09-06T06:57:52Z;38
69;Y3Vyc29yOjc1;alibaba/Sentinel;https://github.com/alibaba/Sentinel;15555;2018-04-04T06:37:33Z;17
70;Y3Vyc29yOjc2;linlinjava/litemall;https://github.com/linlinjava/litemall;15544;2018-03-22T16:42:30Z;8
71;Y3Vyc29yOjc3;mybatis/mybatis-3;https://github.com/mybatis/mybatis-3;15230;2013-02-14T19:03:32Z;33
72;Y3Vyc29yOjc4;forezp/SpringCloudLearning;https://github.com/forezp/SpringCloudLearning;15110;2017-04-08T10:06:56Z;0
73;Y3Vyc29yOjc5;dianping/cat;https://github.com/dianping/cat;15094;2012-12-05T02:31:48Z;0
74;Y3Vyc29yOjgw;elunez/eladmin;https://github.com/elunez/eladmin;14801;2018-12-14T08:54:24Z;6
75;Y3Vyc29yOjgx;oracle/graal;https://github.com/oracle/graal;14769;2016-01-14T17:11:35Z;32
76;Y3Vyc29yOjgy;android10/Android-CleanArchitecture;https://github.com/android10/Android-CleanArchitecture;14752;2014-08-19T14:09:26Z;0
77;Y3Vyc29yOjgz;brettwooldridge/HikariCP;https://github.com/brettwooldridge/HikariCP;14723;2013-10-08T05:43:03Z;0
78;Y3Vyc29yOjg0;winterbe/java8-tutorial;https://github.com/winterbe/java8-tutorial;14496;2014-03-16T17:25:43Z;0
79;Y3Vyc29yOjg1;EnterpriseQualityCoding/FizzBuzzEnterpriseEdition;https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition;14222;2012-11-24T00:14:41Z;0
80;Y3Vyc29yOjg2;openzipkin/zipkin;https://github.com/openzipkin/zipkin;14127;2012-06-06T18:26:16Z;62
81;Y3Vyc29yOjg3;JeffLi1993/springboot-learning-example;https://github.com/JeffLi1993/springboot-learning-example;14062;2017-02-06T07:02:25Z;0
82;Y3Vyc29yOjg4;lottie-react-native/lottie-react-native;https://github.com/lottie-react-native/lottie-react-native;13931;2017-01-27T18:24:50Z;0
83;Y3Vyc29yOjg5;hdodenhof/CircleImageView;https://github.com/hdodenhof/CircleImageView;13793;2014-01-17T16:44:46Z;0
