,cursor,nameWithOwner,url,stargazerCount,age,releases,cbo,dit,wmc,loc
0,Y3Vyc29yOjYyOQ==,brianfrankcooper/YCSB,https://github.com/brianfrankcooper/YCSB,3546,3989,55,3.0,1.0,10.0,22046
0,Y3Vyc29yOjYzMA==,dongjunkun/DropDownMenu,https://github.com/dongjunkun/DropDownMenu,3545,2099,2,3,1,2,513
0,Y3Vyc29yOjYzMQ==,luontola/retrolambda,https://github.com/luontola/retrolambda,3544,2802,0,1.0,1.0,1.0,4848
0,Y3Vyc29yOjYzMg==,tyrantgit/ExplosionField,https://github.com/tyrantgit/ExplosionField,3540,2007,0,2.0,1.5,2.5,343
0,Y3Vyc29yOjYzMw==,baoyongzhang/SwipeMenuListView,https://github.com/baoyongzhang/SwipeMenuListView,3533,2402,2,2,1,2,1347
0,Y3Vyc29yOjYzNA==,kiegroup/drools,https://github.com/kiegroup/drools,3533,3685,0,4,1,5,730105
0,Y3Vyc29yOjYzNQ==,pqpo/SmartCropper,https://github.com/pqpo/SmartCropper,3528,1327,13,3.0,1.0,4.0,1004
0,Y3Vyc29yOjYzNg==,JZ-Darkal/AndroidHttpCapture,https://github.com/JZ-Darkal/AndroidHttpCapture,3525,1618,1,2.5,1.0,4.0,15905
0,Y3Vyc29yOjYzNw==,oblac/jodd,https://github.com/oblac/jodd,3522,3117,37,3.0,1.0,4.0,26871
0,Y3Vyc29yOjYzOA==,willowtreeapps/spruce-android,https://github.com/willowtreeapps/spruce-android,3513,1487,3,3.0,1.0,3.0,4269
0,Y3Vyc29yOjYzOQ==,lsjwzh/RecyclerViewPager,https://github.com/lsjwzh/RecyclerViewPager,3507,2255,10,2,1,2,2735
0,Y3Vyc29yOjY0MA==,arimorty/floatingsearchview,https://github.com/arimorty/floatingsearchview,3505,1947,0,2,1,2,4170
0,Y3Vyc29yOjY0MQ==,kikoso/android-stackblur,https://github.com/kikoso/android-stackblur,3505,2776,0,0,1,0,933
0,Y3Vyc29yOjY0Mg==,apache/incubator-heron,https://github.com/apache/incubator-heron,3504,2005,54,4.0,1.0,4.0,70653
0,Y3Vyc29yOjY0Mw==,sunfusheng/MarqueeView,https://github.com/sunfusheng/MarqueeView,3502,1755,0,4.0,1.0,2.0,804
0,Y3Vyc29yOjY0NA==,Atmosphere/atmosphere,https://github.com/Atmosphere/atmosphere,3501,3918,0,4.0,1.0,4.0,42182
0,Y3Vyc29yOjY0NQ==,awsdocs/aws-doc-sdk-examples,https://github.com/awsdocs/aws-doc-sdk-examples,3500,1676,0,5,1,4,37788
0,Y3Vyc29yOjY0Ng==,dromara/hmily,https://github.com/dromara/hmily,3499,1271,0,4.0,1.0,2.0,22517
0,Y3Vyc29yOjY0Nw==,aws/aws-sdk-java,https://github.com/aws/aws-sdk-java,3498,4017,0,6.0,1.0,8.0,4757362
0,Y3Vyc29yOjY0OA==,getActivity/AndroidProject,https://github.com/getActivity/AndroidProject,3498,881,14,4,1,3,17932
0,Y3Vyc29yOjY0OQ==,codeestX/GeekNews,https://github.com/codeestX/GeekNews,3498,1688,0,2,1,2,11939
0,Y3Vyc29yOjY1MA==,vespa-engine/vespa,https://github.com/vespa-engine/vespa,3495,1753,0,4.0,1.0,5.0,598250
0,Y3Vyc29yOjY1MQ==,eirslett/frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin,3494,2761,0,3.0,1.0,4.5,2556
0,Y3Vyc29yOjY1Mg==,theonedev/onedev,https://github.com/theonedev/onedev,3494,867,36,4.0,1.0,2.0,168164
0,Y3Vyc29yOjY1Mw==,xcc3641/SeeWeather,https://github.com/xcc3641/SeeWeather,3488,1857,2,3.0,1.0,3.0,3101
0,Y3Vyc29yOjY1NA==,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android,3486,2983,902,5.0,1.0,5.0,78320
0,Y3Vyc29yOjY1NQ==,openhab/openhab1-addons,https://github.com/openhab/openhab1-addons,3482,2740,14,3.0,1.0,4.0,
0,Y3Vyc29yOjY1Ng==,hussien89aa/AndroidTutorialForBeginners,https://github.com/hussien89aa/AndroidTutorialForBeginners,3482,1638,0,4,1,3,4071
0,Y3Vyc29yOjY1Nw==,apache/rocketmq-externals,https://github.com/apache/rocketmq-externals,3479,1469,0,3,1,4,33424
0,Y3Vyc29yOjY1OA==,mercyblitz/tech-weekly,https://github.com/mercyblitz/tech-weekly,3473,840,0,1.5,1.0,1.0,1017
0,Y3Vyc29yOjY1OQ==,coobird/thumbnailator,https://github.com/coobird/thumbnailator,3473,2067,0,2.0,1.0,4.0,16098
0,Y3Vyc29yOjY2MA==,reactor/reactor-core,https://github.com/reactor/reactor-core,3472,1959,92,10,2,10,59082
0,Y3Vyc29yOjY2MQ==,bisq-network/bisq,https://github.com/bisq-network/bisq,3459,2567,103,4.0,1.0,3.0,140577
0,Y3Vyc29yOjY2Mg==,microg/GmsCore,https://github.com/microg/GmsCore,3455,2525,20,4.0,2.0,2.0,31665
0,Y3Vyc29yOjY2Mw==,binIoter/GuideView,https://github.com/binIoter/GuideView,3451,1737,0,2,1,2,1246
0,Y3Vyc29yOjY2NA==,powermock/powermock,https://github.com/powermock/powermock,3444,2490,16,2,1,2,32977
0,Y3Vyc29yOjY2NQ==,avast/android-butterknife-zelezny,https://github.com/avast/android-butterknife-zelezny,3433,2646,8,3,1,3,1626
0,Y3Vyc29yOjY2Ng==,AntennaPod/AntennaPod,https://github.com/AntennaPod/AntennaPod,3430,3156,34,5.0,1.0,6.0,48215
0,Y3Vyc29yOjY2Nw==,JakeWharton/ThreeTenABP,https://github.com/JakeWharton/ThreeTenABP,3429,2089,0,4,1,3,117
0,Y3Vyc29yOjY2OA==,bilibili/MagicaSakura,https://github.com/bilibili/MagicaSakura,3423,1733,3,7.5,2.0,8.5,5355
0,Y3Vyc29yOjY2OQ==,bytedeco/javacpp,https://github.com/bytedeco/javacpp,3422,2527,6,4,2,22,24580
0,Y3Vyc29yOjY3MA==,dropbox/hackpad,https://github.com/dropbox/hackpad,3413,2047,0,3,1,7,87731
0,Y3Vyc29yOjY3MQ==,guolindev/giffun,https://github.com/guolindev/giffun,3407,784,0,3.0,1.0,4.0,22397
0,Y3Vyc29yOjY3Mg==,andremion/Music-Player,https://github.com/andremion/Music-Player,3401,1781,2,3.5,2.0,3.0,926
0,Y3Vyc29yOjY3Mw==,yigit/android-priority-jobqueue,https://github.com/yigit/android-priority-jobqueue,3399,2467,0,3,1,2,14102
0,Y3Vyc29yOjY3NA==,davideas/FlexibleAdapter,https://github.com/davideas/FlexibleAdapter,3394,2151,30,4.0,1.0,4.0,15853
0,Y3Vyc29yOjY3NQ==,apache/shiro,https://github.com/apache/shiro,3387,4223,0,4,1,3,31452
0,Y3Vyc29yOjY3Ng==,ivacf/archi,https://github.com/ivacf/archi,3373,2019,0,3.5,1.0,3.5,2029
0,Y3Vyc29yOjY3Nw==,lygttpod/SuperTextView,https://github.com/lygttpod/SuperTextView,3371,1615,38,2.0,1.0,1.0,4002
0,Y3Vyc29yOjY3OA==,macrozheng/springcloud-learning,https://github.com/macrozheng/springcloud-learning,3370,562,0,4.0,1.0,1.0,2979
0,Y3Vyc29yOjY3OQ==,jhalterman/failsafe,https://github.com/jhalterman/failsafe,3358,2092,0,5,1,4,6692
0,Y3Vyc29yOjY4MA==,CameraKit/blurkit-android,https://github.com/CameraKit/blurkit-android,3355,1597,3,5.0,1.0,2.5,497
0,Y3Vyc29yOjY4MQ==,google/open-location-code,https://github.com/google/open-location-code,3351,2365,5,3,1,2,2252
0,Y3Vyc29yOjY4Mg==,react-native-webrtc/react-native-webrtc,https://github.com/react-native-webrtc/react-native-webrtc,3344,2003,33,2.0,1.0,4.0,2557
0,Y3Vyc29yOjY4Mw==,crossoverJie/SSM,https://github.com/crossoverJie/SSM,3342,1735,10,2.0,1.0,5.0,12864
0,Y3Vyc29yOjY4NA==,gyoogle/tech-interview-for-developer,https://github.com/gyoogle/tech-interview-for-developer,3336,652,0,1.5,1.0,7.5,663
0,Y3Vyc29yOjY4NQ==,meefik/linuxdeploy,https://github.com/meefik/linuxdeploy,3333,3135,37,5,2,7,2693
0,Y3Vyc29yOjY4Ng==,stfalcon-studio/ChatKit,https://github.com/stfalcon-studio/ChatKit,3330,1509,1,3.0,2.0,3.0,4680
0,Y3Vyc29yOjY4Nw==,Snailclimb/springboot-guide,https://github.com/Snailclimb/springboot-guide,3322,845,0,4,1,1,1766
0,Y3Vyc29yOjY4OA==,Ereza/CustomActivityOnCrash,https://github.com/Ereza/CustomActivityOnCrash,3313,2453,11,3,1,2,998
0,Y3Vyc29yOjY4OQ==,actorapp/actor-platform,https://github.com/actorapp/actor-platform,3310,2101,97,3.0,1.0,4.0,135306
0,Y3Vyc29yOjY5MA==,pmd/pmd,https://github.com/pmd/pmd,3303,3176,62,3.0,2.0,3.0,115490
0,Y3Vyc29yOjY5MQ==,jitsi/jitsi,https://github.com/jitsi/jitsi,3298,2889,7,3.0,1.0,5.0,218998
0,Y3Vyc29yOjY5Mg==,mpusher/mpush,https://github.com/mpusher/mpush,3295,1789,9,3.0,1.0,4.0,15032
0,Y3Vyc29yOjY5Mw==,alamkanak/Android-Week-View,https://github.com/alamkanak/Android-Week-View,3293,2378,4,2,1,2,2003
0,Y3Vyc29yOjY5NA==,Genymobile/gnirehtet,https://github.com/Genymobile/gnirehtet,3287,1502,11,2,1,6,4326
0,Y3Vyc29yOjY5NQ==,citerus/dddsample-core,https://github.com/citerus/dddsample-core,3286,2241,0,4.0,1.0,3.0,4360
0,Y3Vyc29yOjY5Ng==,sofastack/sofa-rpc,https://github.com/sofastack/sofa-rpc,3283,1078,37,4,1,4,62511
0,Y3Vyc29yOjY5Nw==,google/rejoiner,https://github.com/google/rejoiner,3281,1202,3,5,1,3,3566
0,Y3Vyc29yOjY5OA==,Doikki/DKVideoPlayer,https://github.com/Doikki/DKVideoPlayer,3272,1441,30,3,1,4,13367
0,Y3Vyc29yOjY5OQ==,mcxtzhang/SwipeDelMenuLayout,https://github.com/mcxtzhang/SwipeDelMenuLayout,3264,1670,2,2.0,1.0,1.0,1085
0,Y3Vyc29yOjcwMA==,shekhargulati/99-problems,https://github.com/shekhargulati/99-problems,3263,1947,0,2,1,3,2057
0,Y3Vyc29yOjcwMQ==,Netflix/conductor,https://github.com/Netflix/conductor,3253,1565,240,6.0,1.0,4.0,59186
0,Y3Vyc29yOjcwMg==,mybatis/spring-boot-starter,https://github.com/mybatis/spring-boot-starter,3251,2005,20,4.0,1.0,2.0,3609
0,Y3Vyc29yOjcwMw==,abel533/MyBatis-Spring-Boot,https://github.com/abel533/MyBatis-Spring-Boot,3250,1920,0,4.5,1.0,4.5,396
0,Y3Vyc29yOjcwNA==,WVector/AppUpdate,https://github.com/WVector/AppUpdate,3245,1372,3,3.0,1.0,3.0,2925
0,Y3Vyc29yOjcwNQ==,iammert/ScalingLayout,https://github.com/iammert/ScalingLayout,3243,1268,4,2,1,2,631
0,Y3Vyc29yOjcwNg==,bluelinelabs/LoganSquare,https://github.com/bluelinelabs/LoganSquare,3239,2225,0,3.0,1.0,2.5,6892
0,Y3Vyc29yOjcwNw==,tangqi92/Android-Tips,https://github.com/tangqi92/Android-Tips,3236,2020,0,0,1,4,177
0,Y3Vyc29yOjcwOA==,linyiqun/DataMiningAlgorithm,https://github.com/linyiqun/DataMiningAlgorithm,3228,2262,0,2.0,1.0,9.0,11663
0,Y3Vyc29yOjcwOQ==,sherxon/AlgoDS,https://github.com/sherxon/AlgoDS,3228,1557,0,1.0,1.0,8.0,21217
0,Y3Vyc29yOjcxMA==,TeamAmaze/AmazeFileManager,https://github.com/TeamAmaze/AmazeFileManager,3226,2443,50,4.0,1.0,4.0,37140
0,Y3Vyc29yOjcxMQ==,GitLqr/LQRWeChat,https://github.com/GitLqr/LQRWeChat,3226,1504,0,2.0,1.0,4.0,17612
0,Y3Vyc29yOjcxMg==,rovo89/XposedInstaller,https://github.com/rovo89/XposedInstaller,3224,3276,0,2,1,2,8980
0,Y3Vyc29yOjcxMw==,rubensousa/PreviewSeekBar,https://github.com/rubensousa/PreviewSeekBar,3223,1517,7,2,1,3,1215
0,Y3Vyc29yOjcxNA==,bauerca/drag-sort-listview,https://github.com/bauerca/drag-sort-listview,3218,3216,0,2,1,2,4301
0,Y3Vyc29yOjcxNQ==,oracle/opengrok,https://github.com/oracle/opengrok,3215,2996,161,3,1,4,63914
0,Y3Vyc29yOjcxNg==,bilibili/boxing,https://github.com/bilibili/boxing,3214,1520,1,4,1,5,5910
0,Y3Vyc29yOjcxNw==,chrisbanes/ActionBar-PullToRefresh,https://github.com/chrisbanes/ActionBar-PullToRefresh,3214,2848,0,5.0,2.0,3.0,3717
0,Y3Vyc29yOjcxOA==,code4craft/tiny-spring,https://github.com/code4craft/tiny-spring,3214,2628,0,2.0,1.0,2.0,1543
0,Y3Vyc29yOjcxOQ==,luojilab/DDComponentForAndroid,https://github.com/luojilab/DDComponentForAndroid,3213,1292,4,2,1,3,1449
0,Y3Vyc29yOjcyMA==,Exrick/xboot,https://github.com/Exrick/xboot,3206,1064,5,6,1,2,10323
0,Y3Vyc29yOjcyMQ==,googlemaps/android-maps-utils,https://github.com/googlemaps/android-maps-utils,3204,2866,17,5.0,1.0,6.0,13359
0,Y3Vyc29yOjcyMg==,querydsl/querydsl,https://github.com/querydsl/querydsl,3203,3517,32,3,1,2,98653
0,Y3Vyc29yOjcyMw==,tuguangquan/mybatis,https://github.com/tuguangquan/mybatis,3200,2331,0,2,1,4,39118
0,Y3Vyc29yOjcyNA==,hope-for/hope-boot,https://github.com/hope-for/hope-boot,3197,887,2,4,1,3,2870
0,Y3Vyc29yOjcyNQ==,yangfuhai/afinal,https://github.com/yangfuhai/afinal,3195,3078,0,2.0,1.0,6.5,6971
0,Y3Vyc29yOjcyNg==,ragunathjawahar/android-saripaar,https://github.com/ragunathjawahar/android-saripaar,3191,3117,3,3.0,2.0,4.0,4723
0,Y3Vyc29yOjcyNw==,pengjianbo/GalleryFinal,https://github.com/pengjianbo/GalleryFinal,3181,2009,4,3,1,4,7997
0,Y3Vyc29yOjcyOA==,stylefeng/Guns,https://github.com/stylefeng/Guns,3180,1355,0,3,1,5,8490
0,Y3Vyc29yOjcyOQ==,cucumber/cucumber,https://github.com/cucumber/cucumber,3173,2101,40,1,1,1,14888
0,Y3Vyc29yOjczMA==,hmkcode/Android,https://github.com/hmkcode/Android,3167,2758,0,5.0,2.0,3.0,1851
0,Y3Vyc29yOjczMQ==,daimajia/AndroidViewHover,https://github.com/daimajia/AndroidViewHover,3163,2418,4,2,1,2,712
0,Y3Vyc29yOjczMg==,runelite/runelite,https://github.com/runelite/runelite,3161,1787,0,3.0,1.0,3.0,186552
0,Y3Vyc29yOjczMw==,ittianyu/BottomNavigationViewEx,https://github.com/ittianyu/BottomNavigationViewEx,3161,1591,19,3,1,3,1371
0,Y3Vyc29yOjczNA==,M66B/NetGuard,https://github.com/M66B/NetGuard,3159,1976,128,2.0,1.0,2.0,12767
0,Y3Vyc29yOjczNQ==,google/data-transfer-project,https://github.com/google/data-transfer-project,3158,1173,36,3.0,1.0,4.0,20491
0,Y3Vyc29yOjczNg==,kevinsawicki/http-request,https://github.com/kevinsawicki/http-request,3158,3440,0,2.0,1.0,1.0,4876
0,Y3Vyc29yOjczNw==,lisawray/groupie,https://github.com/lisawray/groupie,3157,1663,26,3.0,1.0,4.0,3891
0,Y3Vyc29yOjczOA==,UnevenSoftware/LeafPic,https://github.com/UnevenSoftware/LeafPic,3156,1901,7,3,1,3,13594
0,Y3Vyc29yOjczOQ==,zzz40500/GsonFormat,https://github.com/zzz40500/GsonFormat,3153,2334,4,1,1,2,5684
0,Y3Vyc29yOjc0MA==,networknt/light-4j,https://github.com/networknt/light-4j,3148,1655,130,2.0,1.0,4.0,41535
0,Y3Vyc29yOjc0MQ==,code4craft/netty-learning,https://github.com/code4craft/netty-learning,3146,2741,0,4.0,1.0,4.0,68759
0,Y3Vyc29yOjc0Mg==,liuyubobobo/Play-with-Algorithms,https://github.com/liuyubobobo/Play-with-Algorithms,3142,1721,0,3.0,1.0,11.0,15403
0,Y3Vyc29yOjc0Mw==,apache/cordova-android,https://github.com/apache/cordova-android,3139,3036,0,2.0,1.0,2.0,5820
0,Y3Vyc29yOjc0NA==,hitherejoe/animate,https://github.com/hitherejoe/animate,3133,1953,0,6.0,2.0,4.0,1706
0,Y3Vyc29yOjc0NQ==,airbnb/native-navigation,https://github.com/airbnb/native-navigation,3126,1648,0,3.0,1.0,2.0,4473
0,Y3Vyc29yOjc0Ng==,knowm/XChange,https://github.com/knowm/XChange,3125,3336,0,4.0,1.0,4.0,155214
0,Y3Vyc29yOjc0Nw==,ethanhua/Skeleton,https://github.com/ethanhua/Skeleton,3123,1331,0,3,1,2,752
0,Y3Vyc29yOjc0OA==,linkedin/databus,https://github.com/linkedin/databus,3121,3017,0,3.0,1.0,6.0,124341
0,Y3Vyc29yOjc0OQ==,jfinal/jfinal,https://github.com/jfinal/jfinal,3120,3253,0,3,1,6,30316
0,Y3Vyc29yOjc1MA==,facebookarchive/network-connection-class,https://github.com/facebookarchive/network-connection-class,3114,2196,2,2.5,1.0,3.5,650
0,Y3Vyc29yOjc1MQ==,mock-server/mockserver,https://github.com/mock-server/mockserver,3114,2946,0,6,1,6,54921
0,Y3Vyc29yOjc1Mg==,promeG/TinyPinyin,https://github.com/promeG/TinyPinyin,3108,2000,2,1,1,1,1401
0,Y3Vyc29yOjc1Mw==,LWJGL/lwjgl3,https://github.com/LWJGL/lwjgl3,3105,3011,14,7.0,4.0,13.0,517763
0,Y3Vyc29yOjc1NA==,graphhopper/graphhopper,https://github.com/graphhopper/graphhopper,3104,3320,30,4.0,1.0,5.0,80977
0,Y3Vyc29yOjc1NQ==,amulyakhare/TextDrawable,https://github.com/amulyakhare/TextDrawable,3099,2346,0,3.0,1.0,6.0,824
0,Y3Vyc29yOjc1Ng==,uber/AutoDispose,https://github.com/uber/AutoDispose,3097,1551,0,6,1,5,5427
0,Y3Vyc29yOjc1Nw==,apache/dubbo-admin,https://github.com/apache/dubbo-admin,3095,1166,2,3.0,1.0,7.0,7739
0,Y3Vyc29yOjc1OA==,nicolasgramlich/AndEngine,https://github.com/nicolasgramlich/AndEngine,3093,3408,0,3.0,1.0,4.5,33585
0,Y3Vyc29yOjc1OQ==,jboss-javassist/javassist,https://github.com/jboss-javassist/javassist,3087,2859,17,1.0,1.0,2.0,81911
0,Y3Vyc29yOjc2MA==,Skykai521/StickerCamera,https://github.com/Skykai521/StickerCamera,3084,2087,0,2,1,3,14361
0,Y3Vyc29yOjc2MQ==,eclipse/jetty.project,https://github.com/eclipse/jetty.project,3074,3539,16,4.0,1.0,3.0,351881
0,Y3Vyc29yOjc2Mg==,eishay/jvm-serializers,https://github.com/eishay/jvm-serializers,3070,3984,0,5,2,3,31287
0,Y3Vyc29yOjc2Mw==,chenBingX/SuperTextView,https://github.com/chenBingX/SuperTextView,3069,1435,30,2.0,1.0,2.0,4663
0,Y3Vyc29yOjc2NA==,yipianfengye/android-adDialog,https://github.com/yipianfengye/android-adDialog,3068,1693,0,2.5,1.0,2.0,1607
0,Y3Vyc29yOjc2NQ==,owncloud/android,https://github.com/owncloud/android,3062,3131,43,5,1,6,22206
0,Y3Vyc29yOjc2Ng==,keyboardsurfer/Crouton,https://github.com/keyboardsurfer/Crouton,3059,3153,8,5.0,1.0,4.0,1454
0,Y3Vyc29yOjc2Nw==,fyhertz/libstreaming,https://github.com/fyhertz/libstreaming,3056,2973,0,2,1,6,6798
0,Y3Vyc29yOjc2OA==,danylovolokh/VideoPlayerManager,https://github.com/danylovolokh/VideoPlayerManager,3056,2083,0,3.0,1.0,4.0,4228
0,Y3Vyc29yOjc2OQ==,gabrielemariotti/RecyclerViewItemAnimators,https://github.com/gabrielemariotti/RecyclerViewItemAnimators,3055,2404,0,3,1,3,2088
0,Y3Vyc29yOjc3MA==,vert-x3/vertx-examples,https://github.com/vert-x3/vertx-examples,3053,2218,0,5.0,2.0,3.0,9394
0,Y3Vyc29yOjc3MQ==,zwwill/yanxuan-weex-demo,https://github.com/zwwill/yanxuan-weex-demo,3052,1294,0,0,1,0,16564
0,Y3Vyc29yOjc3Mg==,android/views-widgets-samples,https://github.com/android/views-widgets-samples,3050,563,0,2,1,4,7843
0,Y3Vyc29yOjc3Mw==,alibaba/cobar,https://github.com/alibaba/cobar,3049,2623,1,3,1,4,63193
0,Y3Vyc29yOjc3NA==,hongyangAndroid/Highlight,https://github.com/hongyangAndroid/Highlight,3047,1992,0,2,1,2,964
0,Y3Vyc29yOjc3NQ==,requery/requery,https://github.com/requery/requery,3044,1955,43,3.0,1.0,2.5,23679
0,Y3Vyc29yOjc3Ng==,jgilfelt/android-viewbadger,https://github.com/jgilfelt/android-viewbadger,3041,3464,0,2.0,1.0,1.0,563
0,Y3Vyc29yOjc3Nw==,BelooS/ChipsLayoutManager,https://github.com/BelooS/ChipsLayoutManager,3041,1692,11,3.5,1.0,3.0,6101
0,Y3Vyc29yOjc3OA==,xuexiangjys/XUI,https://github.com/xuexiangjys/XUI,3035,805,18,3,1,4,70838
0,Y3Vyc29yOjc3OQ==,sofastack/sofa-jarslink,https://github.com/sofastack/sofa-jarslink,3023,1144,2,3,1,3,948
0,Y3Vyc29yOjc4MA==,MovingBlocks/Terasology,https://github.com/MovingBlocks/Terasology,3022,3671,55,4,1,4,181447
0,Y3Vyc29yOjc4MQ==,apache/kylin,https://github.com/apache/kylin,3006,2270,0,4.0,1.0,5.0,205408
0,Y3Vyc29yOjc4Mg==,eleme/UETool,https://github.com/eleme/UETool,3005,1041,8,4.0,1.0,3.0,4158
0,Y3Vyc29yOjc4Mw==,pedrovgs/DraggablePanel,https://github.com/pedrovgs/DraggablePanel,3005,2535,10,4,1,4,1975
0,Y3Vyc29yOjc4NA==,stephanenicolas/robospice,https://github.com/stephanenicolas/robospice,3003,3106,1,4,2,4,14955
0,Y3Vyc29yOjc4NQ==,lovetuzitong/MultiImageSelector,https://github.com/lovetuzitong/MultiImageSelector,3001,2175,2,3,1,3,1425
0,Y3Vyc29yOjc4Ng==,crate/crate,https://github.com/crate/crate,3001,2903,21,5,1,5,401197
0,Y3Vyc29yOjc4Nw==,line/armeria,https://github.com/line/armeria,2996,1953,180,5.0,1.0,4.0,162294
0,Y3Vyc29yOjc4OA==,WritingMinds/ffmpeg-android-java,https://github.com/WritingMinds/ffmpeg-android-java,2992,2384,8,1,1,4,1306
0,Y3Vyc29yOjc4OQ==,google/volley,https://github.com/google/volley,2990,1518,7,2,1,3,9293
0,Y3Vyc29yOjc5MA==,facebook/react-native-fbsdk,https://github.com/facebook/react-native-fbsdk,2989,2058,22,5.5,2.0,3.0,1241
0,Y3Vyc29yOjc5MQ==,dmytrodanylyk/android-process-button,https://github.com/dmytrodanylyk/android-process-button,2984,2516,1,4.5,2.0,3.0,941
0,Y3Vyc29yOjc5Mg==,web3j/web3j,https://github.com/web3j/web3j,2983,1660,86,2,1,2,32232
0,Y3Vyc29yOjc5Mw==,xmuSistone/ViewpagerTransition,https://github.com/xmuSistone/ViewpagerTransition,2983,1645,1,2,2,3,588
0,Y3Vyc29yOjc5NA==,zhou-you/RxEasyHttp,https://github.com/zhou-you/RxEasyHttp,2967,1384,0,3,1,2,11670
0,Y3Vyc29yOjc5NQ==,j-easy/easy-rules,https://github.com/j-easy/easy-rules,2964,2934,10,4.0,1.0,4.0,4857
0,Y3Vyc29yOjc5Ng==,Marswin/MarsDaemon,https://github.com/Marswin/MarsDaemon,2962,1914,0,2,1,2,1010
0,Y3Vyc29yOjc5Nw==,apache/incubator-pinot,https://github.com/apache/incubator-pinot,2958,2499,8,5,1,6,240510
0,Y3Vyc29yOjc5OA==,jasonross/Nuwa,https://github.com/jasonross/Nuwa,2952,1958,0,3.5,1.0,1.5,130
0,Y3Vyc29yOjc5OQ==,saysky/ForestBlog,https://github.com/saysky/ForestBlog,2951,1261,0,3.0,1.0,5.0,2425
0,Y3Vyc29yOjgwMA==,udacity/Sunshine-Version-2,https://github.com/udacity/Sunshine-Version-2,2946,2209,0,5.0,2.0,5.5,1692
0,Y3Vyc29yOjgwMQ==,mik3y/usb-serial-for-android,https://github.com/mik3y/usb-serial-for-android,2942,2822,14,5,1,5,6093
0,Y3Vyc29yOjgwMg==,undertow-io/undertow,https://github.com/undertow-io/undertow,2941,3168,0,3.0,1.0,3.0,152983
0,Y3Vyc29yOjgwMw==,wendux/DSBridge-Android,https://github.com/wendux/DSBridge-Android,2938,1540,2,2,1,1,1841
0,Y3Vyc29yOjgwNA==,crazyandcoder/citypicker,https://github.com/crazyandcoder/citypicker,2936,1775,1,2.0,1.0,2.0,6707
0,Y3Vyc29yOjgwNQ==,yui/yuicompressor,https://github.com/yui/yuicompressor,2930,4490,1,2.0,1.0,41.0,6075
0,Y3Vyc29yOjgwNg==,guoguibing/librec,https://github.com/guoguibing/librec,2928,2629,3,6.0,2.0,6.0,27649
0,Y3Vyc29yOjgwNw==,woxingxiao/BubbleSeekBar,https://github.com/woxingxiao/BubbleSeekBar,2922,1600,12,2.0,1.0,2.5,1958
0,Y3Vyc29yOjgwOA==,jd-alexander/LikeButton,https://github.com/jd-alexander/LikeButton,2917,1916,14,4.5,1.0,2.5,781
0,Y3Vyc29yOjgwOQ==,huburt-Hu/NewbieGuide,https://github.com/huburt-Hu/NewbieGuide,2917,1333,20,3.0,1.0,1.0,1896
0,Y3Vyc29yOjgxMA==,uber/NullAway,https://github.com/uber/NullAway,2912,1298,0,1.0,1.0,2.0,13488
0,Y3Vyc29yOjgxMQ==,javaee/jersey,https://github.com/javaee/jersey,2909,3230,30,4.0,1.0,2.0,249712
0,Y3Vyc29yOjgxMg==,Fuzion24/JustTrustMe,https://github.com/Fuzion24/JustTrustMe,2907,2433,1,1,1,1,622
0,Y3Vyc29yOjgxMw==,NLPIR-team/NLPIR,https://github.com/NLPIR-team/NLPIR,2905,2149,0,3.0,1.0,5.5,5091
0,Y3Vyc29yOjgxNA==,ManuelPeinado/FadingActionBar,https://github.com/ManuelPeinado/FadingActionBar,2904,2858,0,5.0,2.0,2.0,1197
0,Y3Vyc29yOjgxNQ==,race604/FlyRefresh,https://github.com/race604/FlyRefresh,2888,2125,2,2.0,1.0,2.5,1696
0,Y3Vyc29yOjgxNg==,spring-cloud/spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,2887,1587,0,6.0,1.0,3.0,20083
0,Y3Vyc29yOjgxNw==,mplushnikov/lombok-intellij-plugin,https://github.com/mplushnikov/lombok-intellij-plugin,2887,2721,116,2.0,1.0,1.0,44474
0,Y3Vyc29yOjgxOA==,JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,2886,3560,24,4,1,7,27009
0,Y3Vyc29yOjgxOQ==,saulmm/Android-Material-Examples,https://github.com/saulmm/Android-Material-Examples,2885,2352,0,3.0,1.0,2.5,809
0,Y3Vyc29yOjgyMA==,YahooArchive/anthelion,https://github.com/YahooArchive/anthelion,2884,1973,0,6.0,1.0,10.0,9457
0,Y3Vyc29yOjgyMQ==,tiann/epic,https://github.com/tiann/epic,2881,1400,3,3,1,2,5116
0,Y3Vyc29yOjgyMg==,Javen205/IJPay,https://github.com/Javen205/IJPay,2878,1420,23,5.0,1.0,1.5,10612
0,Y3Vyc29yOjgyMw==,edmodo/cropper,https://github.com/edmodo/cropper,2876,2798,0,4,1,4,970
0,Y3Vyc29yOjgyNA==,Red5/red5-server,https://github.com/Red5/red5-server,2876,2680,44,4,1,6,10257
0,Y3Vyc29yOjgyNQ==,trinodb/trino,https://github.com/trinodb/trino,2872,793,0,6,1,5,580035
